NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
CYBA	NA	null	null	-0.012609123
KIAA1644	NA	null	null	-0.012712141
GLI1	NA	null	null	-0.012755388
TSTD3	NA	null	null	-0.012821596
SIL1	NA	null	null	-0.012995116
R3HDM1	NA	null	null	-0.013124689
NDUFAF5	NA	null	null	-0.013156259
GNAQ	NA	null	null	-0.013257228
CDC42BPA	NA	null	null	-0.013266721
SUSD4	NA	null	null	-0.013717683
AURKA	NA	null	null	-0.013859363
ITGB1BP2	NA	null	null	-0.013877991
COLQ	NA	null	null	-0.014060414
TFR2	NA	null	null	-0.01409916
MTRR	NA	null	null	-0.014198552
SF3B2	NA	null	null	-0.014588912
ANKRD12	NA	null	null	-0.015232625
FAM21C	NA	null	null	-0.015263481
PPP2R2C	NA	null	null	-0.015438709
VPS37C	NA	null	null	-0.015447423
ZYG11B	NA	null	null	-0.015565468
ADAMTS16	NA	null	null	-0.015654009
WDR77	NA	null	null	-0.01569197
EML6	NA	null	null	-0.015828533
ZC2HC1B	NA	null	null	-0.015858788
NEK5	NA	null	null	-0.016048435
NEUROG3	NA	null	null	-0.016192257
TRDMT1	NA	null	null	-0.01635324
LOC107984534	NA	null	null	-0.016480545
GOLGA7B	NA	null	null	-0.016528122
FOXI2	NA	null	null	-0.016850695
BCL6	NA	null	null	-0.016898949
BTBD16	NA	null	null	-0.017222635
IFIT5	NA	null	null	-0.01722362
CCDC94	NA	null	null	-0.017242044
LPL	NA	null	null	-0.017299898
LOC102725035	NA	null	null	-0.017369306
PI4K2A	NA	null	null	-0.017426478
NADSYN1	NA	null	null	-0.017435748
ZNF816-ZNF321P	NA	null	null	-0.017543115
EPHA2	NA	null	null	-0.017588522
ZNF446	NA	null	null	-0.017683731
IGIP	NA	null	null	-0.017877815
ERVV-1	NA	null	null	-0.01804485
CTU2	NA	null	null	-0.018052101
CAPNS2	NA	null	null	-0.01820152
MRPL50	NA	null	null	-0.01854475
FAM53A	NA	null	null	-0.019014047
NOL4L	NA	null	null	-0.01902321
PABPN1L	NA	null	null	-0.01914386
KCNG4	NA	null	null	-0.01914386
GABRR1	NA	null	null	-0.01914386
RGSL1	NA	null	null	-0.01914386
TRIM49	NA	null	null	-0.01914386
CDH15	NA	null	null	-0.01914386
TBX20	NA	null	null	-0.01914386
SLC2A2	NA	null	null	-0.01914386
C16orf96	NA	null	null	-0.01914386
HCN2	NA	null	null	-0.01914386
LOC107985837	NA	null	null	-0.01914386
HHLA1	NA	null	null	-0.01914386
BAGE5	NA	null	null	-0.01914386
NAT16	NA	null	null	-0.01914386
MUC5AC	NA	null	null	-0.01914386
DPPA4	NA	null	null	-0.01914386
CLVS1	NA	null	null	-0.01914386
LILRB2	NA	null	null	-0.019198643
ANP32B	NA	null	null	-0.019313112
ZNF543	NA	null	null	-0.019365985
KPNB1	NA	null	null	-0.019542266
RAVER1	NA	null	null	-0.019578626
PIGQ	NA	null	null	-0.019746918
CLEC12B	NA	null	null	-0.019849632
C15orf57	NA	null	null	-0.020777924
DNAJC6	NA	null	null	-0.020963235
ZNF346	NA	null	null	-0.020972075
SPAG5	NA	null	null	-0.021222262
MCUR1	NA	null	null	-0.021502046
PDAP1	NA	null	null	-0.021657981
TYK2	NA	null	null	-0.021797929
ZNF211	NA	null	null	-0.021905946
FAM92A1	NA	null	null	-0.021994757
MMP14	NA	null	null	-0.022139166
SFT2D3	NA	null	null	-0.022319142
POMGNT2	NA	null	null	-0.022495732
PTPRA	NA	null	null	-0.022526987
VMA21	NA	null	null	-0.022670828
CD1C	NA	null	null	-0.022727402
DLG4	NA	null	null	-0.022826029
MKNK2	NA	null	null	-0.022937203
NUP43	NA	null	null	-0.022975799
FAM155A	NA	null	null	-0.023108967
IGSF8	NA	null	null	-0.023261687
TSPAN12	NA	null	null	-0.02345866
TMEM221	NA	null	null	-0.023574442
IPO13	NA	null	null	-0.023689656
DMTF1	NA	null	null	-0.0237697
FAM188B2	NA	null	null	-0.023856528
UACA	NA	null	null	-0.023953948
MAP3K4	NA	null	null	-0.023971586
UBTD1	NA	null	null	-0.024054542
DNASE1L1	NA	null	null	-0.024215996
FAM209B	NA	null	null	-0.024268381
BSG	NA	null	null	-0.024343858
GJB6	NA	null	null	-0.024361826
GLB1	NA	null	null	-0.024715472
DYX1C1	NA	null	null	-0.02472983
Mar-10	NA	null	null	-0.024761507
C17orf53	NA	null	null	-0.024776116
TAF7L	NA	null	null	-0.024880584
NMUR2	NA	null	null	-0.024953803
KANSL2	NA	null	null	-0.025000121
CDADC1	NA	null	null	-0.025042148
ZNF10	NA	null	null	-0.025053129
CSNK2A3	NA	null	null	-0.025198778
UBE2V1	NA	null	null	-0.025243979
COX7A2	NA	null	null	-0.025267119
COL27A1	NA	null	null	-0.025316877
ZNF697	NA	null	null	-0.025486104
NPIPB11	NA	null	null	-0.025515081
ZNF20	NA	null	null	-0.026010549
ZNF224	NA	null	null	-0.026069218
LOC105371303	NA	null	null	-0.02618467
ORC6	NA	null	null	-0.026606087
HERC1	NA	null	null	-0.026763735
SMURF1	NA	null	null	-0.026929274
TTPAL	NA	null	null	-0.02694545
SEH1L	NA	null	null	-0.026964344
TMEM120A	NA	null	null	-0.027161907
RGS18	NA	null	null	-0.027385104
ARAP2	NA	null	null	-0.027394084
GORASP1	NA	null	null	-0.02742006
NF1	NA	null	null	-0.027582826
ARFGAP1	NA	null	null	-0.027701057
NDUFS8	NA	null	null	-0.027803537
MEST	NA	null	null	-0.027823571
RAD51AP1	NA	null	null	-0.027856749
TNFAIP1	NA	null	null	-0.027898865
MOB2	NA	null	null	-0.02792835
FBXL18	NA	null	null	-0.028004639
LOC105379473	NA	null	null	-0.02811405
TSSK1B	NA	null	null	-0.02811405
CTSE	NA	null	null	-0.02811405
TRPC5OS	NA	null	null	-0.02811405
GPC2	NA	null	null	-0.02811405
NOBOX	NA	null	null	-0.02811405
PRSS56	NA	null	null	-0.02811405
CACNG7	NA	null	null	-0.02811405
ANKRD34C	NA	null	null	-0.02811405
LOC105369266	NA	null	null	-0.02811405
MUC21	NA	null	null	-0.02811405
LOC105379545	NA	null	null	-0.02811405
LOC105369189	NA	null	null	-0.02811405
KIF4B	NA	null	null	-0.02811405
LOC390937	NA	null	null	-0.02811405
C7orf76	NA	null	null	-0.02811405
RHO	NA	null	null	-0.02811405
C8A	NA	null	null	-0.02811405
LOC105379474	NA	null	null	-0.02811405
CTAGE1	NA	null	null	-0.02811405
LMNTD1	NA	null	null	-0.028325614
KRTAP4-11	NA	null	null	-0.028334675
JAGN1	NA	null	null	-0.028497892
PNO1	NA	null	null	-0.02871856
FOXJ3	NA	null	null	-0.028815456
ZNF385A	NA	null	null	-0.02886166
KIF2A	NA	null	null	-0.02888122
ANO6	NA	null	null	-0.02888303
NLRX1	NA	null	null	-0.02899152
AJAP1	NA	null	null	-0.029072069
PHLPP2	NA	null	null	-0.029314218
ITPK1	NA	null	null	-0.029332252
DDX28	NA	null	null	-0.029337555
SCUBE3	NA	null	null	-0.029346203
NAE1	NA	null	null	-0.02938176
LRIG3	NA	null	null	-0.029401276
ASXL3	NA	null	null	-0.029584764
MAP3K6	NA	null	null	-0.029875634
MED11	NA	null	null	-0.029944168
FGD6	NA	null	null	-0.029994965
NUDT9	NA	null	null	-0.029999025
ZNF843	NA	null	null	-0.030039754
ACBD4	NA	null	null	-0.03004548
WNT2B	NA	null	null	-0.03028377
WDR82	NA	null	null	-0.03032213
PNMAL1	NA	null	null	-0.030406842
CLIC4	NA	null	null	-0.030634167
DEGS1	NA	null	null	-0.0307894
ZNF670	NA	null	null	-0.030803755
HAP1	NA	null	null	-0.030912243
ATF6B	NA	null	null	-0.030933227
TAF4	NA	null	null	-0.031216314
EIF2B3	NA	null	null	-0.03123705
CHST8	NA	null	null	-0.03125296
ANKRD2	NA	null	null	-0.03125296
C8orf86	NA	null	null	-0.03125296
ERCC6	NA	null	null	-0.031428725
MALSU1	NA	null	null	-0.0314375
POFUT1	NA	null	null	-0.03156066
ZC3H11A	NA	null	null	-0.031687777
NAPRT	NA	null	null	-0.031690978
SIM2	NA	null	null	-0.031838123
HSPBP1	NA	null	null	-0.031958442
RNF5	NA	null	null	-0.032211095
CHAF1B	NA	null	null	-0.032223783
MAP4	NA	null	null	-0.032355104
UBR3	NA	null	null	-0.032407157
SPAG4	NA	null	null	-0.032451294
POLD3	NA	null	null	-0.032540333
BRK1	NA	null	null	-0.03288834
UGGT2	NA	null	null	-0.032936603
TOPBP1	NA	null	null	-0.033023477
ARC	NA	null	null	-0.03307166
LYPD2	NA	null	null	-0.033154313
CDR2L	NA	null	null	-0.03316751
GXYLT2	NA	null	null	-0.03319514
HHIP	NA	null	null	-0.03322646
GJB2	NA	null	null	-0.03331754
NPTX1	NA	null	null	-0.033458326
CRYM	NA	null	null	-0.033474218
DPP8	NA	null	null	-0.033512633
IDUA	NA	null	null	-0.033556428
KIAA1524	NA	null	null	-0.033724476
PTK7	NA	null	null	-0.03374158
MED25	NA	null	null	-0.033783212
DMAP1	NA	null	null	-0.03408071
TOP3B	NA	null	null	-0.034331698
DRC3	NA	null	null	-0.034364097
RABL2A	NA	null	null	-0.034438033
BMPR2	NA	null	null	-0.03460046
TMEM248	NA	null	null	-0.034637284
PAWR	NA	null	null	-0.034683235
RELA	NA	null	null	-0.034698173
PDPR	NA	null	null	-0.034889404
ASAH2	NA	null	null	-0.035199717
DEF6	NA	null	null	-0.03572278
MAP4K3	NA	null	null	-0.03604069
FAM161A	NA	null	null	-0.03642794
IQSEC3	NA	null	null	-0.036454923
FOXC2	NA	null	null	-0.036716018
AGXT2	NA	null	null	-0.036716018
NKX2-2	NA	null	null	-0.036716018
LOC101929372	NA	null	null	-0.036716018
LOC102724237	NA	null	null	-0.036716018
GAB4	NA	null	null	-0.036716018
CPN1	NA	null	null	-0.036716018
C4orf45	NA	null	null	-0.036716018
CABP5	NA	null	null	-0.036716018
SMPD5	NA	null	null	-0.036716018
ESRRB	NA	null	null	-0.036716018
GABRA1	NA	null	null	-0.036716018
DCDC5	NA	null	null	-0.036716018
OR2T8	NA	null	null	-0.036716018
DGAT2L6	NA	null	null	-0.036716018
ACSM6	NA	null	null	-0.036716018
ASB10	NA	null	null	-0.036716018
SLC13A1	NA	null	null	-0.036716018
GFRAL	NA	null	null	-0.036716018
TSPYL6	NA	null	null	-0.036716018
SIGLECL1	NA	null	null	-0.036716018
LOC107987247	NA	null	null	-0.036716018
ZBBX	NA	null	null	-0.036716018
LOC102724928	NA	null	null	-0.036716018
SAG	NA	null	null	-0.036716018
EPS8L3	NA	null	null	-0.036716018
TRIM54	NA	null	null	-0.036716018
GPR50	NA	null	null	-0.036716018
GJD2	NA	null	null	-0.036716018
CFAP77	NA	null	null	-0.036716018
LCNL1	NA	null	null	-0.036716018
CDK11A	NA	null	null	-0.036933362
ZNF48	NA	null	null	-0.036936738
NOL3	NA	null	null	-0.037095327
EIF2B2	NA	null	null	-0.037169456
C21orf62	NA	null	null	-0.037252836
ZMIZ1	NA	null	null	-0.037326194
PDK2	NA	null	null	-0.037503444
ST3GAL3	NA	null	null	-0.03751022
SLC44A2	NA	null	null	-0.037552357
ZNF256	NA	null	null	-0.037957463
MED20	NA	null	null	-0.03804337
ESRP2	NA	null	null	-0.038230874
BCORL1	NA	null	null	-0.038401846
CNOT6	NA	null	null	-0.03843599
ATP6V0E1	NA	null	null	-0.038587913
SOS2	NA	null	null	-0.038689256
KEL	NA	null	null	-0.038847014
YTHDF3	NA	null	null	-0.0388712
RARG	NA	null	null	-0.038883492
LOC102723728	NA	null	null	-0.03888519
WDR47	NA	null	null	-0.038917825
ENPP6	NA	null	null	-0.03902004
TECPR1	NA	null	null	-0.039515663
GATS	NA	null	null	-0.03964812
TBC1D23	NA	null	null	-0.03989093
LOC105376353	NA	null	null	-0.04001625
CCAR2	NA	null	null	-0.040060356
LOC107985544	NA	null	null	-0.04007311
FAM86B2	NA	null	null	-0.040097386
FAM196A	NA	null	null	-0.040104568
GNRH1	NA	null	null	-0.040270932
TRIM5	NA	null	null	-0.040273305
COX6C	NA	null	null	-0.040317684
LRFN4	NA	null	null	-0.04048319
CABIN1	NA	null	null	-0.040528912
IAPP	NA	null	null	-0.04063484
TMEM171	NA	null	null	-0.040814403
BORCS6	NA	null	null	-0.040845424
ACOT9	NA	null	null	-0.040848978
EIF3J	NA	null	null	-0.040902592
SIRPA	NA	null	null	-0.041015573
ZNF480	NA	null	null	-0.041124526
EIF1AY	NA	null	null	-0.041126896
ZNF880	NA	null	null	-0.041268528
EEF2	NA	null	null	-0.041440733
RAPGEF1	NA	null	null	-0.04149969
PDE3A	NA	null	null	-0.04167455
METTL9	NA	null	null	-0.04185862
CENPQ	NA	null	null	-0.041867565
PTCHD4	NA	null	null	-0.042208903
RPS13	NA	null	null	-0.042306256
LOC644249	NA	null	null	-0.042467237
PURB	NA	null	null	-0.042598236
ZNF263	NA	null	null	-0.04266387
LRRC75A	NA	null	null	-0.042730726
SLC41A2	NA	null	null	-0.04277554
OR1F1	NA	null	null	-0.0427937
ZFX	NA	null	null	-0.042793732
DDA1	NA	null	null	-0.042798735
ATP10D	NA	null	null	-0.04285233
TBC1D20	NA	null	null	-0.0429311
NOC4L	NA	null	null	-0.043054793
MRPS34	NA	null	null	-0.043066703
HSPA12A	NA	null	null	-0.043209784
KCNJ11	NA	null	null	-0.043347567
DPY30	NA	null	null	-0.043635506
TTYH3	NA	null	null	-0.04364912
GRIA1	NA	null	null	-0.04376146
PRTG	NA	null	null	-0.043830555
RPS28	NA	null	null	-0.043944277
SHARPIN	NA	null	null	-0.044029053
KLF8	NA	null	null	-0.044270232
C7orf50	NA	null	null	-0.04427854
NDUFC2	NA	null	null	-0.044352897
AP5B1	NA	null	null	-0.04442956
MFSD1	NA	null	null	-0.044626717
FAM63A	NA	null	null	-0.04464536
TRAPPC3	NA	null	null	-0.044737227
KLHDC8A	NA	null	null	-0.04485971
CTAGE15	NA	null	null	-0.04497198
LOC200726	NA	null	null	-0.04497198
LOC102724062	NA	null	null	-0.04497198
CNTNAP5	NA	null	null	-0.04497198
SNTN	NA	null	null	-0.04497198
CABS1	NA	null	null	-0.04497198
MS4A8	NA	null	null	-0.04497198
MRGPRX4	NA	null	null	-0.04497198
PSG7	NA	null	null	-0.04497198
RNF224	NA	null	null	-0.04497198
USP17L10	NA	null	null	-0.04497198
MTRNR2L7	NA	null	null	-0.04497198
C19orf67	NA	null	null	-0.04497198
LRTM2	NA	null	null	-0.04497198
ANKS6	NA	null	null	-0.045024227
RASSF10	NA	null	null	-0.045120068
C22orf15	NA	null	null	-0.045296703
ABCG5	NA	null	null	-0.045296703
LRFN2	NA	null	null	-0.045296703
LOC107985728	NA	null	null	-0.045296703
UNC13A	NA	null	null	-0.045296703
SPATA21	NA	null	null	-0.045296703
CYP4Z1	NA	null	null	-0.045296703
KCNK10	NA	null	null	-0.045296703
DSPP	NA	null	null	-0.045296703
TNFRSF11A	NA	null	null	-0.045366503
AVEN	NA	null	null	-0.04538368
C1orf53	NA	null	null	-0.045478523
DNASE2	NA	null	null	-0.04563635
KIRREL3	NA	null	null	-0.045706622
ALKBH4	NA	null	null	-0.045711104
PMM1	NA	null	null	-0.04576401
PARP3	NA	null	null	-0.04577013
MED6	NA	null	null	-0.045913484
SPATA5	NA	null	null	-0.046145182
KDM1B	NA	null	null	-0.046206802
XRCC5	NA	null	null	-0.046256494
LOC105376488	NA	null	null	-0.046497416
MRPL16	NA	null	null	-0.046673883
PPFIA2	NA	null	null	-0.046808682
SLC37A2	NA	null	null	-0.046837725
HAUS8	NA	null	null	-0.046970088
ZFP37	NA	null	null	-0.047015354
FAM214B	NA	null	null	-0.04720262
KIF15	NA	null	null	-0.047215596
LARP7	NA	null	null	-0.04726075
MS4A3	NA	null	null	-0.04740609
CHPF2	NA	null	null	-0.04751682
TSPO	NA	null	null	-0.04759549
C15orf39	NA	null	null	-0.04774702
ZNF674	NA	null	null	-0.047978815
LCE1C	NA	null	null	-0.04822879
MRPL54	NA	null	null	-0.048288852
RIMBP3B	NA	null	null	-0.048465207
SLC41A3	NA	null	null	-0.04859094
PPP1CC	NA	null	null	-0.048795838
PRAMEF17	NA	null	null	-0.048846163
VTA1	NA	null	null	-0.04892474
ZHX1-C8orf76	NA	null	null	-0.04927126
SGK1	NA	null	null	-0.049593125
MRPS33	NA	null	null	-0.049647134
BROX	NA	null	null	-0.049955018
ENO4	NA	null	null	-0.049955186
UNC13C	NA	null	null	-0.050087977
ZNF175	NA	null	null	-0.050209347
DUSP26	NA	null	null	-0.050274733
RNF26	NA	null	null	-0.05031949
ZNF782	NA	null	null	-0.050373647
LOC107987477	NA	null	null	-0.0504346
CEBPZ	NA	null	null	-0.050485846
CACTIN	NA	null	null	-0.05049282
ATP6V1G2	NA	null	null	-0.0505282
NUDT15	NA	null	null	-0.05061699
WWP1	NA	null	null	-0.05096728
CDK11B	NA	null	null	-0.050980993
C1orf100	NA	null	null	-0.0512589
DEPDC7	NA	null	null	-0.051471148
ARMC7	NA	null	null	-0.05155425
CAMKMT	NA	null	null	-0.05161689
TP53I11	NA	null	null	-0.051689133
RBBP7	NA	null	null	-0.05169713
MAML2	NA	null	null	-0.05172317
CLEC18A	NA	null	null	-0.05204916
MUS81	NA	null	null	-0.052108426
FPGT-TNNI3K	NA	null	null	-0.052181832
ACSF3	NA	null	null	-0.052191067
NEDD1	NA	null	null	-0.052541897
MORN3	NA	null	null	-0.05265945
RBM26	NA	null	null	-0.052844435
EMC10	NA	null	null	-0.052882567
TBC1D3G	NA	null	null	-0.052902397
GJA8	NA	null	null	-0.052902397
SERPINA2	NA	null	null	-0.052902397
TPH2	NA	null	null	-0.052902397
MTRNR2L6	NA	null	null	-0.052902397
LOC105378193	NA	null	null	-0.052902397
CTAGE6	NA	null	null	-0.052902397
TERB2	NA	null	null	-0.052902397
LGALS9C	NA	null	null	-0.052902397
POM121L12	NA	null	null	-0.052902397
SPATA32	NA	null	null	-0.052902397
GPR32	NA	null	null	-0.052902397
PRSS50	NA	null	null	-0.052902397
FOXI3	NA	null	null	-0.052902397
PRY2	NA	null	null	-0.052902397
OPN1LW	NA	null	null	-0.052902397
KRT3	NA	null	null	-0.052902397
KRTAP10-11	NA	null	null	-0.052902397
TRIM64C	NA	null	null	-0.052902397
LHX3	NA	null	null	-0.052902397
SSX3	NA	null	null	-0.052902397
FBXL19	NA	null	null	-0.052902397
HTRA4	NA	null	null	-0.052902397
SCGB1C2	NA	null	null	-0.052902397
RTBDN	NA	null	null	-0.052902397
NXPE4	NA	null	null	-0.052902397
G6PC	NA	null	null	-0.052902397
DUOXA2	NA	null	null	-0.052902397
TRIM64	NA	null	null	-0.052902397
SCGB1C1	NA	null	null	-0.052902397
GPR149	NA	null	null	-0.052902397
C17orf77	NA	null	null	-0.052902397
GPR119	NA	null	null	-0.052902397
TEX101	NA	null	null	-0.052902397
LOC107985332	NA	null	null	-0.052902397
NKX1-1	NA	null	null	-0.052902397
RAD51AP2	NA	null	null	-0.052902397
PRY	NA	null	null	-0.052902397
ARMC3	NA	null	null	-0.052902397
SSMEM1	NA	null	null	-0.052902397
TUBA3D	NA	null	null	-0.052902397
HMP19	NA	null	null	-0.052902397
TBPL2	NA	null	null	-0.052902397
TAS1R2	NA	null	null	-0.052902397
C19orf54	NA	null	null	-0.05294799
UFSP2	NA	null	null	-0.053057168
LOC102724813	NA	null	null	-0.05322873
AMBRA1	NA	null	null	-0.053563394
CTPS1	NA	null	null	-0.05368945
NUDT18	NA	null	null	-0.053708535
WASF2	NA	null	null	-0.053720444
FRG1	NA	null	null	-0.053730465
PRH2	NA	null	null	-0.053787395
AQR	NA	null	null	-0.053857166
EIF2AK3	NA	null	null	-0.053988867
CT47A9	NA	null	null	-0.05413221
CT47A5	NA	null	null	-0.05413221
CT47A12	NA	null	null	-0.05413221
CT47A8	NA	null	null	-0.05413221
CT47A3	NA	null	null	-0.05413221
CT47A11	NA	null	null	-0.05413221
LOC285556	NA	null	null	-0.05413221
CT47A6	NA	null	null	-0.05413221
CT47A10	NA	null	null	-0.05413221
CT47A2	NA	null	null	-0.05413221
CT47A4	NA	null	null	-0.05413221
CT47A1	NA	null	null	-0.05413221
UHRF1BP1	NA	null	null	-0.054149862
UNC119B	NA	null	null	-0.054159902
CSNK1G3	NA	null	null	-0.0542437
TBX6	NA	null	null	-0.05448044
C11orf84	NA	null	null	-0.05463966
PALLD	NA	null	null	-0.05464104
SMG8	NA	null	null	-0.054850977
FAR1	NA	null	null	-0.055071436
VWA5B2	NA	null	null	-0.05507403
LOC105371095	NA	null	null	-0.05507403
TRAPPC12	NA	null	null	-0.055185366
HDAC1	NA	null	null	-0.055251244
RAPGEFL1	NA	null	null	-0.05526743
RAB21	NA	null	null	-0.055329826
PDX1	NA	null	null	-0.055444747
GEMIN4	NA	null	null	-0.05546334
ZNF117	NA	null	null	-0.055599336
TUSC3	NA	null	null	-0.05562057
AICDA	NA	null	null	-0.05572101
B3GALT4	NA	null	null	-0.05577384
LRP1B	NA	null	null	-0.055807732
NCKAP5L	NA	null	null	-0.055811644
NFE2L3	NA	null	null	-0.055939086
KIAA1109	NA	null	null	-0.056168847
ZNF721	NA	null	null	-0.056241803
H2AFV	NA	null	null	-0.05626823
EDC4	NA	null	null	-0.0562697
ADGRA1	NA	null	null	-0.056327872
APC2	NA	null	null	-0.056327872
ZMYM5	NA	null	null	-0.056328937
BCAT1	NA	null	null	-0.05651765
PATL1	NA	null	null	-0.056629527
CAMTA2	NA	null	null	-0.056666818
LOC101929984	NA	null	null	-0.056803573
DEAF1	NA	null	null	-0.056809366
ADHFE1	NA	null	null	-0.056895148
PDS5A	NA	null	null	-0.056897223
LDLR	NA	null	null	-0.057189897
PCDHAC2	NA	null	null	-0.057238486
SEZ6L2	NA	null	null	-0.057439018
AES	NA	null	null	-0.057519887
CBFA2T2	NA	null	null	-0.057542883
SEC61G	NA	null	null	-0.057563957
BARX2	NA	null	null	-0.05760382
TAF1	NA	null	null	-0.0577914
MFSD10	NA	null	null	-0.057951737
CDK5R1	NA	null	null	-0.05795772
SLC22A6	NA	null	null	-0.05798654
PRPH	NA	null	null	-0.05802027
NT5C1B-RDH14	NA	null	null	-0.058085103
CCL18	NA	null	null	-0.05809814
TM4SF1	NA	null	null	-0.058318544
RRM2	NA	null	null	-0.058361296
UBE2O	NA	null	null	-0.058383856
ADGRE3	NA	null	null	-0.058552466
PPP1R8	NA	null	null	-0.05872416
ZNF548	NA	null	null	-0.05878713
SLC25A25	NA	null	null	-0.05879635
DHX37	NA	null	null	-0.05904219
LOC107985184	NA	null	null	-0.059255425
MAGEA10	NA	null	null	-0.059255425
ELFN2	NA	null	null	-0.059255425
NIT2	NA	null	null	-0.059262503
PPP1R3D	NA	null	null	-0.05950725
TIGIT	NA	null	null	-0.059546385
SLTM	NA	null	null	-0.059668284
PABPC1	NA	null	null	-0.059682947
PAFAH1B2	NA	null	null	-0.059775844
ARHGAP29	NA	null	null	-0.059781194
LOC105373133	NA	null	null	-0.06000388
CSHL1	NA	null	null	-0.06000388
CORO6	NA	null	null	-0.06013287
HIST1H2BB	NA	null	null	-0.060258448
WDR90	NA	null	null	-0.060303792
COQ5	NA	null	null	-0.06031861
MSRB2	NA	null	null	-0.060360674
ZNF155	NA	null	null	-0.060407538
ASPDH	NA	null	null	-0.06052616
HNRNPCL1	NA	null	null	-0.06052616
OR8S1	NA	null	null	-0.06052616
PRAMEF1	NA	null	null	-0.06052616
PDC	NA	null	null	-0.06052616
FAM166B	NA	null	null	-0.06052616
ANKRD34B	NA	null	null	-0.06052616
CERKL	NA	null	null	-0.06052616
OR2B3	NA	null	null	-0.06052616
EIF4E1B	NA	null	null	-0.06052616
LRRN4	NA	null	null	-0.06052616
OR51Q1	NA	null	null	-0.06052616
RAB6C	NA	null	null	-0.06052616
OR11H2	NA	null	null	-0.06052616
PKD2L2	NA	null	null	-0.06052616
LOC101929469	NA	null	null	-0.06052616
BPIFA3	NA	null	null	-0.06052616
C17orf105	NA	null	null	-0.06052616
DMRTA2	NA	null	null	-0.06052616
SFTPA1	NA	null	null	-0.06052616
MTRNR2L10	NA	null	null	-0.06052616
CCDC114	NA	null	null	-0.060803022
SMC3	NA	null	null	-0.060853284
ZDBF2	NA	null	null	-0.060870666
CCNYL1	NA	null	null	-0.06089536
ZNF470	NA	null	null	-0.06092835
RPL30	NA	null	null	-0.060949966
KYAT3	NA	null	null	-0.060986146
TRIQK	NA	null	null	-0.06104
ZNF185	NA	null	null	-0.061106533
SLC35E4	NA	null	null	-0.061130397
LOC105379045	NA	null	null	-0.061314188
COL22A1	NA	null	null	-0.06157704
SLF2	NA	null	null	-0.061765775
RWDD2B	NA	null	null	-0.062394932
MND1	NA	null	null	-0.06246673
MGEA5	NA	null	null	-0.0625423
CCDC58	NA	null	null	-0.06257721
RAB5C	NA	null	null	-0.062593825
PHF1	NA	null	null	-0.062841125
SACS	NA	null	null	-0.06291185
LOC400682	NA	null	null	-0.063052475
SLCO1B1	NA	null	null	-0.06308895
TCF19	NA	null	null	-0.06310755
SLC2A8	NA	null	null	-0.06313358
PRKCSH	NA	null	null	-0.0631751
ADK	NA	null	null	-0.06317518
EFNA5	NA	null	null	-0.06329767
TRAF7	NA	null	null	-0.063306704
PPM1D	NA	null	null	-0.06353859
TMEM50B	NA	null	null	-0.06370818
ABCC10	NA	null	null	-0.063946016
ZC3H18	NA	null	null	-0.064132184
ZNF124	NA	null	null	-0.06416379
LMAN2L	NA	null	null	-0.06417763
RBFOX1	NA	null	null	-0.06428336
KLHL33	NA	null	null	-0.064701386
CREB1	NA	null	null	-0.06471108
SLC25A51	NA	null	null	-0.064927295
ANXA8L1	NA	null	null	-0.064977
NDUFB1	NA	null	null	-0.06505537
IP6K1	NA	null	null	-0.0650661
FBRS	NA	null	null	-0.065089405
PAPD4	NA	null	null	-0.06525055
TMEM130	NA	null	null	-0.06554116
NGFR	NA	null	null	-0.06569865
PCDHB13	NA	null	null	-0.06583324
CDC20B	NA	null	null	-0.06583917
TSPAN9	NA	null	null	-0.066072114
MGC57346-CRHR1	NA	null	null	-0.06623546
LGI2	NA	null	null	-0.06627337
CHMP2B	NA	null	null	-0.0662777
KDM5B	NA	null	null	-0.06650438
PROX2	NA	null	null	-0.066830814
ACVR2A	NA	null	null	-0.066839986
LOC107984153	NA	null	null	-0.06688323
C12orf54	NA	null	null	-0.066985406
PLOD1	NA	null	null	-0.06699629
THNSL1	NA	null	null	-0.06704522
TP53INP2	NA	null	null	-0.06713776
CDK14	NA	null	null	-0.06714137
SPATS2L	NA	null	null	-0.06722117
MDC1	NA	null	null	-0.06736022
UBE2Z	NA	null	null	-0.0674921
MIP	NA	null	null	-0.06754713
CENPI	NA	null	null	-0.06757644
ZFP57	NA	null	null	-0.06759843
AIMP2	NA	null	null	-0.067632824
C5orf15	NA	null	null	-0.06764708
PIGU	NA	null	null	-0.067682885
MAATS1	NA	null	null	-0.067794375
UTY	NA	null	null	-0.067849986
BRSK2	NA	null	null	-0.06786071
SYNGR4	NA	null	null	-0.06786071
PRSS46	NA	null	null	-0.06786071
UGT2B4	NA	null	null	-0.06786071
GOLGA6L1	NA	null	null	-0.06786071
FBXW10	NA	null	null	-0.06786071
DBX1	NA	null	null	-0.06786071
BHLHE23	NA	null	null	-0.06786071
FAM159B	NA	null	null	-0.06786071
ARGFX	NA	null	null	-0.06786071
LOC100129924	NA	null	null	-0.06786071
PRSS37	NA	null	null	-0.06786071
DNAJC5G	NA	null	null	-0.06786071
OR7G2	NA	null	null	-0.06786071
OC90	NA	null	null	-0.06786071
HTR6	NA	null	null	-0.06786071
MYOD1	NA	null	null	-0.06786071
