ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa00564	Glycerophospholipid metabolism	5/540	97/7470	0.839996111029021	0.998947213444994	0.752669368579054	GPD1L/GPD2/CHPT1/PLPP2/PLPP3	5
hsa03050	Proteasome	2/540	45/7470	0.846870956038959	0.998947213444994	0.752669368579054	PSMB8/PSMB9	2
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/540	25/7470	0.847259698657517	0.998947213444994	0.752669368579054	GPLD1	1
hsa04714	Thermogenesis	13/540	229/7470	0.854678166499694	0.998947213444994	0.752669368579054	NDUFC2-KCTD14/CREB3L4/ACSL1/ACSL3/NDUFS1/PRKACB/ADCY3/MGLL/ADCY4/FGFR1/NDUFA4L2/COX4I2/CREB5	13
hsa00790	Folate biosynthesis	1/540	26/7470	0.858338243012781	0.998947213444994	0.752669368579054	MOCS1	1
hsa04137	Mitophagy - animal	3/540	65/7470	0.858744095768504	0.998947213444994	0.752669368579054	MRAS/HIF1A/RRAS	3
hsa05321	Inflammatory bowel disease (IBD)	3/540	65/7470	0.858744095768504	0.998947213444994	0.752669368579054	IL2RG/NFATC1/TLR4	3
hsa04340	Hedgehog signaling pathway	2/540	47/7470	0.863744937498906	0.999999999925493	0.753462603821978	PRKACB/CCND2	2
hsa04722	Neurotrophin signaling pathway	6/540	119/7470	0.869577042423594	0.999999999925493	0.753462603821978	SHC4/PIK3CB/PIK3R1/SH2B3/PRKCD/MAPK3	6
hsa04210	Apoptosis	7/540	136/7470	0.870718107859784	0.999999999925493	0.753462603821978	ITPR2/PIK3CB/PIK3R1/CTSK/GZMB/IL3RA/MAPK3	7
hsa05210	Colorectal cancer	4/540	86/7470	0.878037742766829	0.999999999925493	0.753462603821978	PIK3CB/PIK3R1/MAPK3/RAC2	4
hsa00650	Butanoate metabolism	1/540	28/7470	0.87814681183	0.999999999925493	0.753462603821978	HMGCS2	1
hsa05206	MicroRNAs in cancer	17/540	299/7470	0.880863294992296	0.999999999925493	0.753462603821978	EFNA3/ERBB2/PDCD4/SHC4/ST14/TP63/TNC/ITGA5/NOTCH3/PDGFRA/ABCB1/PLAU/VIM/RECK/CCND2/ZEB2/CDC25B	17
hsa04622	RIG-I-like receptor signaling pathway	3/540	70/7470	0.890582568818094	0.999999999925493	0.753462603821978	TMEM173/IRF7/ISG15	3
hsa00230	Purine metabolism	9/540	174/7470	0.891172062089782	0.999999999925493	0.753462603821978	FHIT/ADA/ADCY3/ADCY4/AMPD2/NT5E/PDE1A/PDE2A/ENTPD1	9
hsa00030	Pentose phosphate pathway	1/540	30/7470	0.895189954697726	0.999999999925493	0.753462603821978	FBP1	1
hsa04114	Oocyte meiosis	6/540	125/7470	0.897315556178581	0.999999999925493	0.753462603821978	ITPR2/PRKACB/ADCY3/ADCY4/IGF1/MAPK3	6
hsa01523	Antifolate resistance	1/540	31/7470	0.902797135405149	0.999999999925493	0.753462603821978	FOLR2	1
hsa05310	Asthma	1/540	31/7470	0.902797135405149	0.999999999925493	0.753462603821978	MS4A2	1
hsa04136	Autophagy - other	1/540	32/7470	0.909853130415395	0.999999999925493	0.753462603821978	ATG16L1	1
hsa00562	Inositol phosphate metabolism	3/540	74/7470	0.911260208202906	0.999999999925493	0.753462603821978	PIK3CB/PIP5K1B/INPP4B	3
hsa03410	Base excision repair	1/540	33/7470	0.916397807690965	0.999999999925493	0.753462603821978	NTHL1	1
hsa01200	Carbon metabolism	5/540	116/7470	0.929452349021591	0.999999999925493	0.753462603821978	FBP1/GLUD1/GOT1/IDH2/PC	5
hsa00983	Drug metabolism - other enzymes	3/540	79/7470	0.932098429902142	0.999999999925493	0.753462603821978	MGST1/GSTM5/UPP1	3
hsa00140	Steroid hormone biosynthesis	2/540	60/7470	0.937806229925708	0.999999999925493	0.753462603821978	HSD11B2/SRD5A1	2
hsa00620	Pyruvate metabolism	1/540	39/7470	0.946823014325991	0.999999999925493	0.753462603821978	PC	1
hsa04721	Synaptic vesicle cycle	2/540	63/7470	0.948374744157852	0.999999999925493	0.753462603821978	ATP6V0E2/STX2	2
hsa05033	Nicotine addiction	1/540	40/7470	0.950687308803715	0.999999999925493	0.753462603821978	GRIA2	1
hsa04110	Cell cycle	5/540	124/7470	0.951308503413965	0.999999999925493	0.753462603821978	CDKN1C/CHEK2/E2F4/CCND2/CDC25B	5
hsa00860	Porphyrin and chlorophyll metabolism	1/540	42/7470	0.957595207836576	0.999999999925493	0.753462603821978	HEPH	1
hsa03022	Basal transcription factors	1/540	45/7470	0.966188462877069	0.999999999925493	0.753462603821978	GTF2I	1
hsa00190	Oxidative phosphorylation	5/540	133/7470	0.96841684487883	0.999999999925493	0.753462603821978	NDUFC2-KCTD14/ATP6V0E2/NDUFS1/NDUFA4L2/COX4I2	5
hsa04120	Ubiquitin mediated proteolysis	5/540	137/7470	0.974072190160033	0.999999999925493	0.753462603821978	NEDD4L/CBLC/UBA7/SOCS3/UBE2L6	5
hsa00510	N-Glycan biosynthesis	1/540	49/7470	0.975004183531119	0.999999999925493	0.753462603821978	MAN1A1	1
hsa05152	Tuberculosis	7/540	179/7470	0.978213523650987	0.999999999925493	0.753462603821978	PLA2R1/CORO1A/PLK3/LSP1/MAPK3/TLR4/C3	7
hsa05014	Amyotrophic lateral sclerosis (ALS)	1/540	51/7470	0.978509773817328	0.999999999925493	0.753462603821978	GRIA2	1
hsa00240	Pyrimidine metabolism	3/540	101/7470	0.980369742849172	0.999999999925493	0.753462603821978	NT5E/UPP1/ENTPD1	3
hsa04141	Protein processing in endoplasmic reticulum	6/540	165/7470	0.982873054722627	0.999999999925493	0.753462603821978	SEC23B/HSPA4L/XBP1/HSPA1A/HSPA1B/MAN1A1	6
hsa04080	Neuroactive ligand-receptor interaction	12/540	277/7470	0.983741755682654	0.999999999925493	0.753462603821978	F2RL1/GRIA2/NPY1R/CTSG/LPAR1/EDNRB/FPR3/AVPR2/PRSS3/BDKRB2/SSTR2/TACR1	12
hsa00310	Lysine degradation	1/540	59/7470	0.988263145068356	0.999999999925493	0.753462603821978	PLOD3	1
hsa05016	Huntington disease	7/540	193/7470	0.98863153719948	0.999999999925493	0.753462603821978	NDUFC2-KCTD14/CREB3L4/SLC25A4/NDUFS1/NDUFA4L2/COX4I2/CREB5	7
hsa00970	Aminoacyl-tRNA biosynthesis	1/540	66/7470	0.993090336332676	0.999999999925493	0.753462603821978	CARS	1
hsa03018	RNA degradation	1/540	79/7470	0.997420486592723	0.999999999925493	0.753462603821978	EXOSC6	1
hsa03040	Spliceosome	2/540	134/7470	0.999544394642131	0.999999999925493	0.753462603821978	HSPA1A/HSPA1B	2
hsa03010	Ribosome	1/540	153/7470	0.999990865224463	0.999999999925493	0.753462603821978	RPL28	1
hsa03013	RNA transport	1/540	171/7470	0.999997705686141	0.999999999925493	0.753462603821978	EIF4EBP1	1
hsa04740	Olfactory transduction	5/540	448/7470	0.999999999925493	0.999999999925493	0.753462603821978	PRKACB/NCALD/ADCY3/PDE1A/PDE2A	5
