Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID,log2(HN/FK),Qvalue(FK-vs-HN),Pvalue(FK-vs-HN)
6348,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko05132//Salmonella infection;ko05323//Rheumatoid arthritis,Infectious diseases: Parasitic;Infectious diseases: Bacterial;Immune system;Immune diseases;Signaling molecules and interaction,Human Diseases;Organismal Systems;Environmental Information Processing,CCL3,-2.46581749265235,0.0,0.0
6349,ko05323//Rheumatoid arthritis;ko04620//Toll-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04060//Cytokine-cytokine receptor interaction;ko05132//Salmonella infection;ko04062//Chemokine signaling pathway,Infectious diseases: Bacterial;Immune diseases;Immune system;Signaling molecules and interaction;Infectious diseases: Parasitic,Human Diseases;Environmental Information Processing;Organismal Systems,CCL3L1,-3.37388332381235,0.0,0.0
6351,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04064//NF-kappa B signaling pathway;ko04623//Cytosolic DNA-sensing pathway;ko05132//Salmonella infection;ko04620//Toll-like receptor signaling pathway,Immune system;Signal transduction;Infectious diseases: Bacterial;Signaling molecules and interaction,Organismal Systems;Human Diseases;Environmental Information Processing,CCL4,-2.09120621635924,0.0,0.0
6352,ko04060//Cytokine-cytokine receptor interaction;ko04623//Cytosolic DNA-sensing pathway;ko05120//Epithelial cell signaling in Helicobacter pylori infection;ko05020//Prion diseases;ko05164//Influenza A;ko04668//TNF signaling pathway;ko04062//Chemokine signaling pathway;ko04621//NOD-like receptor signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko05168//Herpes simplex infection;ko04620//Toll-like receptor signaling pathway;ko05323//Rheumatoid arthritis,Infectious diseases: Viral;Signaling molecules and interaction;Signal transduction;Infectious diseases: Bacterial;Neurodegenerative diseases;Infectious diseases: Parasitic;Immune system;Immune diseases,Organismal Systems;Human Diseases;Environmental Information Processing,CCL5,-4.64985953483001,0.0,0.0
6355,ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Immune system,Environmental Information Processing;Organismal Systems,CCL8,-4.828834110448019,0.0,0.0
6363,ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway,Signal transduction;Immune system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,CCL19,-6.402456589636881,0.0,0.0
6364,ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04657//IL-17 signaling pathway;ko05323//Rheumatoid arthritis;ko04668//TNF signaling pathway,Immune system;Signal transduction;Immune diseases;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,CCL20,-2.89274275887513,0.0,0.0
6366,ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,CCL21,-4.852282332750651,0.0,0.0
6368,ko04062//Chemokine signaling pathway,Immune system,Organismal Systems,CCL23,-2.15768107242363,8.005159336346398e-95,1.8477795152906993e-94
6385,ko04514//Cell adhesion molecules (CAMs);ko05418//Fluid shear stress and atherosclerosis;ko05205//Proteoglycans in cancer;ko04512//ECM-receptor interaction,Cardiovascular diseases;Signaling molecules and interaction;Cancers: Overview,Human Diseases;Environmental Information Processing,SDC4,2.33114651678148,0.0,0.0
6387,ko04360//Axon guidance;ko05200//Pathways in cancer;ko04670//Leukocyte transendothelial migration;ko04672//Intestinal immune network for IgA production;ko05323//Rheumatoid arthritis;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko04064//NF-kappa B signaling pathway,Development;Cancers: Overview;Signal transduction;Immune system;Signaling molecules and interaction;Immune diseases,Human Diseases;Organismal Systems;Environmental Information Processing,CXCL12,-3.3794429404627,0.0,0.0
6401,ko04668//TNF signaling pathway;ko05418//Fluid shear stress and atherosclerosis;ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria;ko05143//African trypanosomiasis;ko04933//AGE-RAGE signaling pathway in diabetic complications,Endocrine and metabolic diseases;Signaling molecules and interaction;Infectious diseases: Parasitic;Signal transduction;Cardiovascular diseases,Human Diseases;Environmental Information Processing,SELE,-2.84179623805157,0.0,0.0
64092,ko05206//MicroRNAs in cancer;ko04062//Chemokine signaling pathway;ko04510//Focal adhesion;ko05211//Renal cell carcinoma;ko05220//Chronic myeloid leukemia;ko04910//Insulin signaling pathway;ko04015//Rap1 signaling pathway;ko04722//Neurotrophin signaling pathway;ko04666//Fc gamma R-mediated phagocytosis;ko05100//Bacterial invasion of epithelial cells;ko04012//ErbB signaling pathway;ko05131//Shigellosis;ko04810//Regulation of actin cytoskeleton;ko05200//Pathways in cancer;ko04010//MAPK signaling pathway,Endocrine system;Signal transduction;Infectious diseases: Bacterial;Cancers: Overview;Nervous system;Cancers: Specific types;Cellular community - eukaryotes;Cell motility;Immune system,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,SAMSN1,-2.65107347603265,0.0,0.0
64094,ko05320//Autoimmune thyroid disease;ko04918//Thyroid hormone synthesis,Immune diseases;Endocrine system,Organismal Systems;Human Diseases,SMOC2,-3.7442194337841,0.0,0.0
64411,ko04015//Rap1 signaling pathway;ko04144//Endocytosis;ko04024//cAMP signaling pathway,Signal transduction;Transport and catabolism,Cellular Processes;Environmental Information Processing,ARAP3,-2.1131869084220503,4.696745365886869e-85,1.1598511677389097e-84
658,ko04360//Axon guidance;ko04350//TGF-beta signaling pathway;ko04013//MAPK signaling pathway - fly;ko04390//Hippo signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04550//Signaling pathways regulating pluripotency of stem cells;ko05418//Fluid shear stress and atherosclerosis,Cellular community - eukaryotes;Signaling molecules and interaction;Signal transduction;Development;Cardiovascular diseases,Cellular Processes;Environmental Information Processing;Organismal Systems;Human Diseases,BMPR1B,-2.83954286536165,3.925124767672079e-116,8.003940006319087e-116
6653,ko05144//Malaria;ko05010//Alzheimer's disease;ko04340//Hedgehog signaling pathway;ko04918//Thyroid hormone synthesis;ko04979//Cholesterol metabolism,Signal transduction;Endocrine system;Infectious diseases: Parasitic;Digestive system;Neurodegenerative diseases,Organismal Systems;Human Diseases;Environmental Information Processing,SORL1,2.70339351832768,0.0,0.0
6752,ko04971//Gastric acid secretion;ko04080//Neuroactive ligand-receptor interaction;ko04024//cAMP signaling pathway,Signal transduction;Digestive system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,SSTR2,-2.49781283304486,9.529251947499398e-122,1.8947182124536893e-121
7035,ko04610//Complement and coagulation cascades,Immune system,Organismal Systems,TFPI,-2.58147417945208,0.0,0.0
7041,ko05205//Proteoglycans in cancer;ko04510//Focal adhesion;ko05203//Viral carcinogenesis;ko05100//Bacterial invasion of epithelial cells;ko05165//Human papillomavirus infection;ko04062//Chemokine signaling pathway;ko04670//Leukocyte transendothelial migration;ko04810//Regulation of actin cytoskeleton;ko04370//VEGF signaling pathway,Infectious diseases: Bacterial;Cancers: Overview;Infectious diseases: Viral;Immune system;Cellular community - eukaryotes;Signal transduction;Cell motility,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,TGFB1I1,-3.0126052771024705,0.0,0.0
7070,ko04670//Leukocyte transendothelial migration,Immune system,Organismal Systems,THY1,-4.36540786986355,0.0,0.0
710,ko05133//Pertussis;ko04610//Complement and coagulation cascades,Immune system;Infectious diseases: Bacterial,Human Diseases;Organismal Systems,SERPING1,-3.8150034566442903,0.0,0.0
712,ko05146//Amoebiasis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05165//Human papillomavirus infection;ko04974//Protein digestion and absorption;ko04512//ECM-receptor interaction;ko04926//Relaxin signaling pathway;ko05200//Pathways in cancer;ko05222//Small cell lung cancer;ko04151//PI3K-Akt signaling pathway;ko04510//Focal adhesion,Cellular community - eukaryotes;Cancers: Overview;Endocrine and metabolic diseases;Infectious diseases: Viral;Cancers: Specific types;Infectious diseases: Parasitic;Signaling molecules and interaction;Signal transduction;Digestive system;Endocrine system,Organismal Systems;Human Diseases;Environmental Information Processing;Cellular Processes,C1QA,-2.6307814551552,0.0,0.0
7122,ko05160//Hepatitis C;ko04530//Tight junction;ko04670//Leukocyte transendothelial migration;ko04514//Cell adhesion molecules (CAMs),Infectious diseases: Viral;Cellular community - eukaryotes;Signaling molecules and interaction;Immune system,Human Diseases;Organismal Systems;Cellular Processes;Environmental Information Processing,CLDN5,-3.63885331798646,0.0,0.0
713,ko05200//Pathways in cancer;ko04974//Protein digestion and absorption;ko05222//Small cell lung cancer;ko04510//Focal adhesion;ko04151//PI3K-Akt signaling pathway;ko04926//Relaxin signaling pathway;ko04512//ECM-receptor interaction;ko05146//Amoebiasis;ko05165//Human papillomavirus infection;ko04933//AGE-RAGE signaling pathway in diabetic complications,Signal transduction;Endocrine and metabolic diseases;Digestive system;Signaling molecules and interaction;Cancers: Overview;Cellular community - eukaryotes;Infectious diseases: Viral;Endocrine system;Infectious diseases: Parasitic;Cancers: Specific types,Cellular Processes;Organismal Systems;Human Diseases;Environmental Information Processing,C1QB,-3.67486038943371,0.0,0.0
714,ko05222//Small cell lung cancer;ko05200//Pathways in cancer;ko05146//Amoebiasis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04926//Relaxin signaling pathway;ko04151//PI3K-Akt signaling pathway;ko05165//Human papillomavirus infection;ko04510//Focal adhesion;ko04974//Protein digestion and absorption;ko04512//ECM-receptor interaction,Signal transduction;Digestive system;Cancers: Overview;Infectious diseases: Parasitic;Endocrine and metabolic diseases;Infectious diseases: Viral;Cancers: Specific types;Signaling molecules and interaction;Cellular community - eukaryotes;Endocrine system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,C1QC,-2.26322922327082,0.0,0.0
715,ko05322//Systemic lupus erythematosus;ko05133//Pertussis;ko04610//Complement and coagulation cascades;ko04145//Phagosome;ko05150//Staphylococcus aureus infection,Immune diseases;Immune system;Transport and catabolism;Infectious diseases: Bacterial,Organismal Systems;Cellular Processes;Human Diseases,C1R,-5.22009941959604,0.0,0.0
716,ko04610//Complement and coagulation cascades;ko05150//Staphylococcus aureus infection;ko05133//Pertussis;ko05322//Systemic lupus erythematosus,Immune system;Infectious diseases: Bacterial;Immune diseases,Human Diseases;Organismal Systems,C1S,-5.27674253417143,0.0,0.0
718,ko05168//Herpes simplex infection;ko05140//Leishmaniasis;ko04610//Complement and coagulation cascades;ko05134//Legionellosis;ko04145//Phagosome;ko05150//Staphylococcus aureus infection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05322//Systemic lupus erythematosus;ko05142//Chagas disease (American trypanosomiasis);ko05203//Viral carcinogenesis;ko05152//Tuberculosis;ko05133//Pertussis,Transport and catabolism;Immune system;Infectious diseases: Viral;Cancers: Overview;Immune diseases;Infectious diseases: Parasitic;Infectious diseases: Bacterial,Cellular Processes;Human Diseases;Organismal Systems,C3,-5.76357421717142,0.0,0.0
728715,ko04610//Complement and coagulation cascades,Immune system,Organismal Systems,LOC728715,-2.35201989238185,6.3585906388428164e-288,6.879800953588608e-288
730,ko05322//Systemic lupus erythematosus;ko04610//Complement and coagulation cascades;ko05020//Prion diseases,Immune system;Neurodegenerative diseases;Immune diseases,Organismal Systems;Human Diseases,C7,-2.51899671604519,8.832093853562995e-200,1.2667329940205796e-199
7412,ko05418//Fluid shear stress and atherosclerosis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05143//African trypanosomiasis;ko04514//Cell adhesion molecules (CAMs);ko04064//NF-kappa B signaling pathway;ko05166//HTLV-I infection;ko05144//Malaria;ko04670//Leukocyte transendothelial migration;ko04668//TNF signaling pathway,Immune system;Cardiovascular diseases;Signal transduction;Infectious diseases: Viral;Endocrine and metabolic diseases;Infectious diseases: Parasitic;Signaling molecules and interaction,Human Diseases;Environmental Information Processing;Organismal Systems,VCAM1,-2.39622723495431,0.0,0.0
7424,ko04060//Cytokine-cytokine receptor interaction;ko04014//Ras signaling pathway;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04926//Relaxin signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04510//Focal adhesion;ko05200//Pathways in cancer;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway,Cancers: Overview;Endocrine and metabolic diseases;Endocrine system;Signaling molecules and interaction;Signal transduction;Cellular community - eukaryotes,Cellular Processes;Organismal Systems;Environmental Information Processing;Human Diseases,VEGFC,-2.3614875004922005,5.634326016688369e-92,1.3228136446739695e-91
7450,ko04610//Complement and coagulation cascades;ko04151//PI3K-Akt signaling pathway;ko04510//Focal adhesion;ko04512//ECM-receptor interaction;ko04611//Platelet activation;ko05165//Human papillomavirus infection,Signaling molecules and interaction;Infectious diseases: Viral;Signal transduction;Cellular community - eukaryotes;Immune system,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,VWF,-2.40694860005659,0.0,0.0
7852,ko04144//Endocytosis;ko04670//Leukocyte transendothelial migration;ko04672//Intestinal immune network for IgA production;ko04060//Cytokine-cytokine receptor interaction;ko04062//Chemokine signaling pathway;ko05200//Pathways in cancer;ko04360//Axon guidance,Development;Transport and catabolism;Cancers: Overview;Immune system;Signaling molecules and interaction,Human Diseases;Environmental Information Processing;Cellular Processes;Organismal Systems,CXCR4,-2.0498672458449096,0.0,0.0
79140,ko03013//RNA transport;ko04151//PI3K-Akt signaling pathway;ko04020//Calcium signaling pathway;ko04725//Cholinergic synapse;ko04810//Regulation of actin cytoskeleton;ko04080//Neuroactive ligand-receptor interaction;ko04024//cAMP signaling pathway,Signaling molecules and interaction;Nervous system;Cell motility;Signal transduction;Translation,Organismal Systems;Genetic Information Processing;Cellular Processes;Environmental Information Processing,CCDC28B,-2.1463904849089,4.1175462748134895e-124,8.093956932950148e-124
80310,ko01521//EGFR tyrosine kinase inhibitor resistance;ko05231//Choline metabolism in cancer;ko05215//Prostate cancer;ko04510//Focal adhesion;ko04072//Phospholipase D signaling pathway;ko04014//Ras signaling pathway;ko05218//Melanoma;ko04151//PI3K-Akt signaling pathway;ko04810//Regulation of actin cytoskeleton;ko04540//Gap junction;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway,Cellular community - eukaryotes;Cancers: Specific types;Cell motility;Drug resistance: Antineoplastic;Signal transduction;Cancers: Overview,Environmental Information Processing;Cellular Processes;Human Diseases,PDGFD,-2.20100302696372,0.0,0.0
80820,ko04022//cGMP-PKG signaling pathway;ko05202//Transcriptional misregulation in cancer;ko04744//Phototransduction;ko04621//NOD-like receptor signaling pathway;ko04024//cAMP signaling pathway;ko04120//Ubiquitin mediated proteolysis;ko04218//Cellular senescence;ko04140//Autophagy - animal;ko04020//Calcium signaling pathway;ko03018//RNA degradation;ko04137//Mitophagy - animal,"Cancers: Overview;Immune system;Cell growth and death;Folding, sorting and degradation;Transport and catabolism;Signal transduction;Sensory system",Human Diseases;Genetic Information Processing;Cellular Processes;Environmental Information Processing;Organismal Systems,EEPD1,-2.4540891818304504,2.571928333670079e-183,3.917242710255019e-183
83442,ko04750//Inflammatory mediator regulation of TRP channels;ko04014//Ras signaling pathway;ko04611//Platelet activation;ko04921//Oxytocin signaling pathway;ko04730//Long-term depression;ko04217//Necroptosis;ko04072//Phospholipase D signaling pathway;ko00590//Arachidonic acid metabolism;ko04270//Vascular smooth muscle contraction;ko00565//Ether lipid metabolism;ko04726//Serotonergic synapse;ko00592//alpha-Linolenic acid metabolism;ko04724//Glutamatergic synapse;ko04970//Salivary secretion;ko04010//MAPK signaling pathway;ko00564//Glycerophospholipid metabolism;ko04912//GnRH signaling pathway;ko04913//Ovarian steroidogenesis;ko04370//VEGF signaling pathway;ko04664//Fc epsilon RI signaling pathway;ko05231//Choline metabolism in cancer;ko00591//Linoleic acid metabolism;ko01100//Metabolic pathways,Immune system;Digestive system;Cancers: Overview;Lipid metabolism;Endocrine system;Global and overview maps;Sensory system;Signal transduction;Circulatory system;Cell growth and death;Nervous system,Human Diseases;Metabolism;Environmental Information Processing;Organismal Systems;Cellular Processes,SH3BGRL3,-2.02056192319672,0.0,0.0
83643,ko04510//Focal adhesion;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04151//PI3K-Akt signaling pathway;ko04974//Protein digestion and absorption;ko04926//Relaxin signaling pathway;ko04611//Platelet activation;ko05165//Human papillomavirus infection;ko05146//Amoebiasis;ko04512//ECM-receptor interaction,Signal transduction;Immune system;Infectious diseases: Viral;Signaling molecules and interaction;Digestive system;Infectious diseases: Parasitic;Endocrine and metabolic diseases;Endocrine system;Cellular community - eukaryotes,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,CCDC3,-2.9228075733152403,0.0,0.0
83700,ko04514//Cell adhesion molecules (CAMs);ko04530//Tight junction;ko05120//Epithelial cell signaling in Helicobacter pylori infection;ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Cellular community - eukaryotes;Immune system;Infectious diseases: Bacterial,Human Diseases;Cellular Processes;Environmental Information Processing;Organismal Systems,JAM3,-2.16463177980596,0.0,0.0
84152,ko04024//cAMP signaling pathway;ko04728//Dopaminergic synapse;ko05031//Amphetamine addiction;ko05034//Alcoholism;ko05030//Cocaine addiction,Signal transduction;Substance dependence;Nervous system,Human Diseases;Organismal Systems;Environmental Information Processing,PPP1R1B,6.533571334758969,0.0,0.0
845,ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04978//Mineral absorption;ko04260//Cardiac muscle contraction;ko04971//Gastric acid secretion;ko04976//Bile secretion;ko04973//Carbohydrate digestion and absorption;ko04970//Salivary secretion;ko04918//Thyroid hormone synthesis;ko04964//Proximal tubule bicarbonate reclamation;ko04024//cAMP signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko04972//Pancreatic secretion;ko04022//cGMP-PKG signaling pathway;ko04974//Protein digestion and absorption;ko04261//Adrenergic signaling in cardiomyocytes;ko04919//Thyroid hormone signaling pathway;ko04911//Insulin secretion,Digestive system;Endocrine system;Excretory system;Signal transduction;Circulatory system,Environmental Information Processing;Organismal Systems,CASQ2,-2.33751948833812,7.483380662021909e-97,1.7081266717922297e-96
84612,ko04360//Axon guidance;ko05165//Human papillomavirus infection;ko04530//Tight junction;ko04015//Rap1 signaling pathway;ko04144//Endocytosis;ko04390//Hippo signaling pathway;ko04391//Hippo signaling pathway - fly,Infectious diseases: Viral;Cellular community - eukaryotes;Transport and catabolism;Signal transduction;Development,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,PARD6B,2.0554231537166,0.0,0.0
84818,ko04060//Cytokine-cytokine receptor interaction;ko04657//IL-17 signaling pathway,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,IL17RC,2.19068087755429,8.820659860138654e-231,1.1360019552660695e-230
8771,ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction,Environmental Information Processing,TNFRSF6B,-3.66905825420933,7.184294011461067e-269,8.249096190987297e-269
8843,ko04024//cAMP signaling pathway,Signal transduction,Environmental Information Processing,HCAR3,-3.89276508307314,0.0,0.0
89927,ko05223//Non-small cell lung cancer;ko04115//p53 signaling pathway;ko05016//Huntington's disease;ko05210//Colorectal cancer;ko05161//Hepatitis B;ko05226//Gastric cancer;ko05200//Pathways in cancer;ko04211//Longevity regulating pathway;ko01524//Platinum drug resistance;ko05202//Transcriptional misregulation in cancer;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04530//Tight junction;ko05166//HTLV-I infection;ko05203//Viral carcinogenesis;ko05213//Endometrial cancer;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05152//Tuberculosis;ko05225//Hepatocellular carcinoma;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko05224//Breast cancer;ko04722//Neurotrophin signaling pathway;ko05014//Amyotrophic lateral sclerosis (ALS);ko05217//Basal cell carcinoma;ko05165//Human papillomavirus infection;ko04071//Sphingolipid signaling pathway;ko05212//Pancreatic cancer;ko01522//Endocrine resistance;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05220//Chronic myeloid leukemia;ko04217//Necroptosis;ko05218//Melanoma;ko05222//Small cell lung cancer;ko04215//Apoptosis - multiple species;ko04141//Protein processing in endoplasmic reticulum;ko03460//Fanconi anemia pathway;ko05214//Glioma;ko05020//Prion diseases;ko04210//Apoptosis;ko05216//Thyroid cancer,"Cell growth and death;Nervous system;Cellular community - eukaryotes;Replication and repair;Cancers: Overview;Folding, sorting and degradation;Cancers: Specific types;Signal transduction;Infectious diseases: Bacterial;Infectious diseases: Viral;Neurodegenerative diseases;Endocrine and metabolic diseases;Drug resistance: Antineoplastic;Aging",Genetic Information Processing;Cellular Processes;Human Diseases;Organismal Systems;Environmental Information Processing,C16orf45,-2.1688020505253705,1.5136368520798494e-205,2.122725633789879e-205
9068,ko04151//PI3K-Akt signaling pathway;ko04015//Rap1 signaling pathway;ko04066//HIF-1 signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05323//Rheumatoid arthritis;ko04014//Ras signaling pathway;ko04010//MAPK signaling pathway,Signal transduction;Infectious diseases: Viral;Immune diseases,Environmental Information Processing;Human Diseases,ANGPTL1,-2.1776109863659703,0.0,0.0
9071,ko04514//Cell adhesion molecules (CAMs);ko04530//Tight junction;ko05160//Hepatitis C;ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Immune system;Cellular community - eukaryotes;Infectious diseases: Viral,Human Diseases;Environmental Information Processing;Cellular Processes;Organismal Systems,CLDN10,6.188293527517519,0.0,0.0
9073,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration;ko04530//Tight junction;ko05160//Hepatitis C,Immune system;Infectious diseases: Viral;Signaling molecules and interaction;Cellular community - eukaryotes,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,CLDN8,4.606907309469401,0.0,0.0
90952,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration,Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,ESAM,-3.0296267184292995,0.0,0.0
920,ko04612//Antigen processing and presentation;ko04660//T cell receptor signaling pathway;ko04640//Hematopoietic cell lineage;ko05340//Primary immunodeficiency;ko04658//Th1 and Th2 cell differentiation;ko04659//Th17 cell differentiation;ko04514//Cell adhesion molecules (CAMs),Immune diseases;Immune system;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,CD4,-2.4308140943542402,0.0,0.0
93099,ko05146//Amoebiasis;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04974//Protein digestion and absorption;ko04926//Relaxin signaling pathway;ko04611//Platelet activation,Endocrine system;Digestive system;Immune system;Infectious diseases: Parasitic;Endocrine and metabolic diseases,Organismal Systems;Human Diseases,DMKN,-2.1887787945856396,0.0,0.0
947,ko04640//Hematopoietic cell lineage;ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction;Immune system,Environmental Information Processing;Organismal Systems,CD34,-2.48654178566702,0.0,0.0
9547,ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Immune system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,CXCL14,-2.8356614968770497,0.0,0.0
9560,ko05132//Salmonella infection;ko04623//Cytosolic DNA-sensing pathway;ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Signaling molecules and interaction;Signal transduction;Infectious diseases: Bacterial;Immune system,Human Diseases;Organismal Systems;Environmental Information Processing,CCL4L2,-2.77667312481422,1.9353416832138398e-45,6.958733882114828e-45
9586,ko04152//AMPK signaling pathway;ko04925//Aldosterone synthesis and secretion;ko04668//TNF signaling pathway;ko04931//Insulin resistance;ko05030//Cocaine addiction;ko04211//Longevity regulating pathway;ko04911//Insulin secretion;ko05034//Alcoholism;ko04915//Estrogen signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04022//cGMP-PKG signaling pathway;ko04922//Glucagon signaling pathway;ko05161//Hepatitis B;ko04725//Cholinergic synapse;ko04261//Adrenergic signaling in cardiomyocytes;ko05016//Huntington's disease;ko05203//Viral carcinogenesis;ko04728//Dopaminergic synapse;ko05031//Amphetamine addiction;ko04024//cAMP signaling pathway;ko05165//Human papillomavirus infection;ko04918//Thyroid hormone synthesis;ko04962//Vasopressin-regulated water reabsorption;ko05215//Prostate cancer;ko04926//Relaxin signaling pathway,Cancers: Specific types;Endocrine and metabolic diseases;Cancers: Overview;Neurodegenerative diseases;Endocrine system;Signal transduction;Substance dependence;Nervous system;Aging;Excretory system;Infectious diseases: Viral;Circulatory system,Organismal Systems;Human Diseases;Environmental Information Processing,CREB5,-2.38608328955829,0.0,0.0
9844,ko05131//Shigellosis;ko05100//Bacterial invasion of epithelial cells;ko04062//Chemokine signaling pathway,Immune system;Infectious diseases: Bacterial,Human Diseases;Organismal Systems,ELMO1,-2.02263304308448,0.0,0.0
999,ko05130//Pathogenic Escherichia coli infection;ko05100//Bacterial invasion of epithelial cells;ko05226//Gastric cancer;ko04371//Apelin signaling pathway;ko04514//Cell adhesion molecules (CAMs);ko05219//Bladder cancer;ko04390//Hippo signaling pathway;ko04520//Adherens junction;ko04015//Rap1 signaling pathway;ko05200//Pathways in cancer;ko05216//Thyroid cancer;ko05218//Melanoma;ko05213//Endometrial cancer,Signal transduction;Cancers: Overview;Cancers: Specific types;Infectious diseases: Bacterial;Cellular community - eukaryotes;Signaling molecules and interaction,Environmental Information Processing;Cellular Processes;Human Diseases,CDH1,2.80377126923189,0.0,0.0
