Gene ID,FK FPKM,HN FPKM,log2(HN/FK),Qvalue(FK-vs-HN),Pvalue(FK-vs-HN),Other Gene ID,Transcripts,Gene Type,Transcripts Number,Start,End,Chr,Strand +/-,Length,Max Length of Transcript,FK2 FPKM,FK4 FPKM,FK5 FPKM,FK6 FPKM,FK7 FPKM,HN1 FPKM,HN2 FPKM,HN3 FPKM,HN4 FPKM,HN5 FPKM
56650,167.99400000000003,62.228,-1.31909007104736,0.0,0.0,CLDND1,"NM_001040182.1,NM_001040200.1,BGI_novel_T025423,BGI_novel_T025424,NM_001040183.1,NM_019895.2,BGI_novel_T025422,NM_001040181.1,BGI_novel_T025425,NM_001040199.1",Known_gene,10,98500803,98523066,chr3,-,22264,2491,201.82,266.05,83.83,145.17,143.1,47.68,91.95,48.61,48.36,74.54
56655,73.556,36.068000000000005,-1.2113349177058799,1.1009301641835197e-148,1.6159848054926494e-148,POLE4,NM_019896.2,Known_gene,1,74958648,74969732,chr2,+,11085,696,53.15,58.27,100.32,132.78,23.26,52.39,44.66,16.34,48.48,18.47
56658,0.406,1.054,1.24360914425974,9.50562048150339e-15,4.6488676632519e-14,TRIM39,"NM_021253.3,NM_172016.2",Known_gene,2,30326844,30343729,chr6,+,16886,3563,0.0,0.0,0.59,0.81,0.63,0.17,2.04,2.53,0.0,0.53
56670,0.024,0.11199999999999999,2.04570380511146,2.11971278034466e-05,0.000153914980971887,SUCNR1,NM_033050.5,Known_gene,1,151873643,151884619,chr3,+,10977,4181,0.02,0.0,0.1,0.0,0.0,0.5,0.06,0.0,0.0,0.0
56672,17.906,8.427999999999999,-1.1645854154367299,6.359846370600758e-72,1.4279028382541897e-71,AKIP1,"BGI_novel_T006159,XM_017018012.1,NM_020642.3,NM_001206648.1,XM_017018011.1,NM_001206646.1,NM_001206647.1,BGI_novel_T006158",Known_gene,8,8911117,8920079,chr11,+,8963,3222,16.06,7.64,23.7,22.88,19.25,11.84,8.45,7.85,4.24,9.76
56673,0.013999999999999999,0.146,3.4545093506787903,0.000264285336876847,0.00204574366999722,C11orf16,"XM_017018013.1,BGI_novel_T006160,NM_020643.2",Known_gene,3,8920076,8933006,chr11,-,12931,2386,0.0,0.0,0.0,0.0,0.07,0.73,0.0,0.0,0.0,0.0
567,17311.828,5412.738,-1.8058227306091499,0.0,0.0,B2M,"NM_004048.2,XM_005254549.3,BGI_novel_T012176",Known_gene,3,44711487,44718159,chr15,+,6673,2845,22487.04,11452.56,11803.17,29298.42,11517.95,2909.44,8986.67,5010.75,4348.34,5808.49
5670,0.0,0.20800000000000002,5.69551745018258,1.8449881979177298e-08,1.15385813055091e-07,PSG2,"BGI_novel_T018597,NM_031246.3",Known_gene,2,43064210,43082741,chr19,-,18532,2123,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0
56704,0.07,1.0959999999999999,3.4479366967552996,1.8137063530009697e-43,5.23732716425654e-43,JPH1,"NM_020647.3,NM_001317830.1,XM_005251275.4,XM_005251274.3,BGI_novel_T034264",Known_gene,5,74234700,74321545,chr8,-,86846,4411,0.13,0.0,0.22,0.0,0.0,0.12,0.09,1.66,1.23,2.38
56729,1.6119999999999999,0.0,-6.25284978140209,2.8398208712032395e-11,1.56925654845352e-10,RETN,"NM_020415.3,NM_001193374.1",Known_gene,2,7669086,7670454,chr19,+,1369,478,1.56,0.0,3.22,2.55,0.73,0.0,0.0,0.0,0.0,0.0
5673,0.0,0.306,5.45450935067879,1.71618085350895e-07,1.12324362639224e-06,PSG5,"NM_001130014.1,XM_011527132.2,XM_017027003.1,NM_002781.3",Known_gene,4,43167743,43186536,chr19,-,18794,1640,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.34,0.0,0.84
5678,0.0,0.1,4.90196832765001,9.821345004472861e-06,7.0083506631566e-05,PSG9,"NM_002784.4,XM_017027005.1,NM_001301708.1,XM_017027004.1,NM_001301709.1,NM_001301707.1,XM_005259075.3,XM_017027006.1,XM_017027007.1",Known_gene,9,43253282,43269563,chr19,-,16282,2575,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.32,0.13,0.0
5681,0.728,2.884,1.86113461014143,9.068844929082838e-62,2.2092787524983498e-61,PSKH1,NM_006742.2,Known_gene,1,67893272,67929678,chr16,+,36407,3481,0.36,0.0,1.86,0.59,0.83,5.0,1.03,0.83,7.18,0.38
56829,52.906000000000006,15.772,-1.7422922006558799,0.0,0.0,ZC3HAV1,"XM_005250501.2,XM_011516412.2,BGI_novel_T033306,NM_020119.3,NM_024625.3",Known_gene,5,139043519,139109720,chr7,-,66202,7539,45.72,76.02,19.4,79.27,44.12,14.64,21.67,15.97,12.01,14.57
56833,4.013999999999999,1.4340000000000002,-1.46809060666123,2.8888227380961595e-39,8.751220146472939e-39,SLAMF8,"XM_017001845.1,XM_011509776.2,NM_020125.2,XM_011509778.2,XM_011509775.1,XM_017001846.1,XM_017001844.1,XM_011509779.2,XM_011509777.2,XM_011509780.2,XM_005245345.2",Known_gene,11,159826650,159837497,chr1,+,10848,4170,2.38,0.0,5.57,10.38,1.74,0.0,4.76,1.26,1.15,0.0
56849,9.674,0.0,-10.3843006350298,4.548954778048788e-105,8.226676845344538e-105,TCEAL7,"XM_017029655.1,NM_152278.3,BGI_novel_T037312",Known_gene,3,103330186,103332326,chrX,+,2141,1184,19.71,5.35,5.88,10.44,6.99,0.0,0.0,0.0,0.0,0.0
56852,2.036,7.537999999999999,1.87330185715978,1.595176457967589e-210,1.8670359989782692e-210,RAD18,"XM_017006873.1,BGI_novel_T024402,NM_020165.3",Known_gene,3,8877193,8969249,chr3,-,92057,5869,2.56,2.62,1.13,1.2,2.67,7.07,9.85,6.13,5.23,9.41
56853,0.35,0.08,-2.46435388659581,8.57295726398004e-13,4.4847641489183e-12,CELF4,"XM_017025863.1,XM_011526092.2,NM_020180.3,XM_017025862.1,XM_017025842.1,XM_017025841.1,XM_017025858.1,XM_011526085.2,XM_017025855.1,XM_017025868.1,XM_017025856.1,XM_017025847.1,XM_017025867.1,XM_017025845.1,XM_005258308.3,XM_011526081.2,XM_017025850.1,XM_017025870.1,XM_017025871.1,NM_001025087.1,NM_001025089.1,XM_017025865.1,XM_017025869.1,XM_017025846.1,XM_011526091.2,XM_017025840.1,NM_001025088.1,XM_017025859.1,XM_017025853.1,XM_017025852.1,XM_017025844.1,XM_011526084.2,XM_017025872.1,XM_017025848.1,XM_017025866.1,XM_017025854.1,XM_017025860.1,XM_017025861.1,XM_011526087.2,XM_017025851.1,XM_017025864.1,XM_017025849.1,XM_017025843.1,XM_011526090.2,XM_017025857.1,XM_011526079.2,XM_011526083.2,XM_011526086.2",Known_gene,48,37243040,37566052,chr18,-,323013,4059,0.98,0.0,0.11,0.35,0.31,0.27,0.0,0.0,0.11,0.02
56884,0.268,0.013999999999999999,-4.39723969073727,6.7444996101422895e-21,2.77475689467302e-20,FSTL5,"NM_020116.4,NM_001128427.2,XM_011532126.1,NM_001128428.2",Known_gene,4,161383892,162164034,chr4,-,780143,4835,0.75,0.05,0.19,0.23,0.12,0.05,0.02,0.0,0.0,0.0
56892,47.924,18.19,-1.4252062657381102,0.0,0.0,C8orf4,NM_020130.4,Known_gene,1,40153468,40155308,chr8,+,1841,1841,100.43,23.39,47.92,19.21,48.67,9.84,37.76,12.73,14.87,15.75
56894,1.37,3.342,1.1716664637648102,1.90333779795381e-64,4.530857492591619e-64,AGPAT3,"XM_017028413.1,XM_011529660.2,NM_001037553.1,XM_011529663.2,XM_011529661.2,BGI_novel_T023418,XM_011529665.2,BGI_novel_T023415,XM_017028412.1,XM_017028410.1,XM_017028411.1,XM_006724029.3,BGI_novel_T023414,NM_020132.4,XM_017028414.1,BGI_novel_T023413,XM_017028408.1,XM_005261160.4,XM_011529664.2,XM_006724030.3,BGI_novel_T023417,XM_006724031.3,BGI_novel_T023416,XM_017028409.1,XM_011529662.2",Known_gene,25,43865160,43987826,chr21,+,122667,7891,2.43,0.22,1.87,0.66,1.67,1.15,1.67,7.47,4.29,2.13
56895,1.3619999999999999,0.644,-1.14043723861499,1.31974819690491e-35,4.18391498065441e-35,AGPAT4,"NM_020133.2,BGI_novel_T031535,XM_017011059.1,BGI_novel_T031534,XM_006715514.3,XM_005267053.3",Known_gene,6,161129980,161274108,chr6,-,144129,8094,2.15,0.01,1.76,0.95,1.94,0.11,1.67,0.88,0.44,0.12
56896,0.026000000000000002,1.0859999999999999,4.46469184330053,8.9754873073037e-35,2.88568105898339e-34,DPYSL5,"NM_001253724.1,BGI_novel_T019647,NM_001253723.1,NM_020134.3,BGI_novel_T019646",Known_gene,5,26848101,26950351,chr2,+,102251,5209,0.0,0.08,0.01,0.01,0.03,1.63,0.05,0.05,0.16,3.54
56899,0.392,1.6740000000000002,2.16920605931501,9.634379926199389e-42,2.83720761265816e-41,ANKS1B,"XM_017019655.1,XM_017019651.1,XM_017019665.1,XM_006719514.3,XM_005269029.4,XM_017019652.1,BGI_novel_T009181,NM_001204069.1,XM_011538571.2,XM_006719512.3,NM_001204067.1,XM_017019658.1,NM_001204066.1,XM_006719509.3,XM_017019654.1,XM_006719507.3,XM_006719513.3,NM_001204065.1,XM_005269032.3,BGI_novel_T009179,XM_017019662.1,XM_006719510.3,NM_001204080.1,NM_001204079.1,XM_017019661.1,NM_001204070.1,XM_017019657.1,XM_006719505.3,XM_017019664.1,XM_017019656.1,NM_001204081.1,XM_006719508.3,XM_017019660.1,NM_152788.4,BGI_novel_T009180,XM_017019663.1,XM_017019653.1,NM_001204068.1,XM_006719504.3,NM_181670.3,XM_017019659.1,XM_005269028.4,NM_020140.3,XM_006719506.3",Known_gene,44,98729904,99984727,chr12,-,1254824,9965,1.35,0.0,0.26,0.0,0.35,4.15,0.1,0.59,1.62,1.91
56900,13.172,34.332,1.35335971581058,0.0,0.0,TMEM167B,"NM_020141.3,NM_001322248.1",Known_gene,2,109090741,109096934,chr1,+,6194,2853,17.17,7.09,10.6,8.15,22.85,24.89,36.34,24.81,30.48,55.14
56901,56.908,12.177999999999999,-2.30051239938324,0.0,0.0,NDUFA4L2,"XM_005269033.2,XM_011538573.2,NM_020142.3",Known_gene,3,57234903,57240762,chr12,-,5860,1803,28.38,51.76,113.75,65.31,25.34,11.05,13.23,18.55,8.29,9.77
56903,0.496,0.02,-4.2977040171863505,9.696296861972118e-24,3.7469663235441703e-23,PAPOLB,NM_020144.4,Known_gene,1,4857738,4861994,chr7,-,4257,4257,0.02,2.43,0.03,0.0,0.0,0.04,0.0,0.06,0.0,0.0
56906,1.82,0.61,-1.72112930195792,5.5786544792675696e-24,2.14371619387295e-23,THAP10,NM_020147.3,Known_gene,1,70881342,70892433,chr15,-,11092,2047,2.63,0.1,2.35,2.9,1.12,1.32,0.0,1.18,0.55,0.0
56907,2.4,5.867999999999999,1.22033703995946,2.89591367301914e-96,5.5281462729661994e-96,SPIRE1,"XM_011525702.1,BGI_novel_T016862,XM_011525701.1,BGI_novel_T016861,XM_011525703.2,NM_001128626.1,XM_005258122.4,BGI_novel_T016863,BGI_novel_T016864,NM_020148.2,NM_001128627.1,BGI_novel_T016860",Known_gene,12,12446512,12658102,chr18,-,211591,7139,4.06,1.03,1.39,1.36,4.16,6.38,6.09,4.15,3.55,9.17
56910,27.846,57.208,1.0229512305226,0.0,0.0,STARD7,"NM_020151.3,XM_011511499.1",Known_gene,2,96184859,96208846,chr2,-,23988,3385,32.37,16.57,30.46,26.51,33.32,55.65,42.25,37.48,49.0,101.66
56911,8.847999999999999,2.43,-1.56213977819676,3.223725490572469e-71,7.276570473293248e-71,MAP3K7CL,"NM_001286618.1,NM_001286623.1,NM_001286617.1,BGI_novel_T023224,NM_001286634.1,NM_001286622.1,NM_001286619.1,NM_001286624.1,BGI_novel_T023225,NM_001286620.1,NM_020152.3",Known_gene,11,29077471,29175889,chr21,+,98419,2379,7.18,6.02,7.32,10.04,13.68,0.17,4.11,0.67,3.77,3.43
56913,2.2,10.148,2.0941382356783897,0.0,0.0,C1GALT1,"XM_011515455.2,XM_005249812.1,XM_017012444.1,BGI_novel_T031925,XM_011515456.2,XM_017012445.1,XM_017012442.1,NM_020156.4,XM_011515453.2,XM_017012443.1,XM_017012447.1,XM_017012448.1,XM_017012446.1,XM_017012449.1",Known_gene,14,7182547,7248651,chr7,+,66105,6615,3.91,0.0,2.35,1.03,3.71,10.83,8.36,8.62,6.22,16.71
5692,541.5419999999999,253.128,-1.3010205407311102,0.0,0.0,PSMB4,"NM_002796.2,BGI_novel_T002741",Known_gene,2,151399565,151401936,chr1,+,2372,1493,499.89,584.07,294.54,804.2,525.01,305.99,359.76,186.27,171.36,242.26
56922,15.308,43.036,1.45656073823794,0.0,0.0,MCCC1,"NM_001293273.1,BGI_novel_T026273,BGI_novel_T026274,XM_011512992.2,XM_017006874.1,XM_006713702.1,XM_017006875.1,BGI_novel_T026272,NM_020166.4,BGI_novel_T026275,XM_011512993.1",Known_gene,11,183015218,183099587,chr3,-,84370,3484,19.58,6.65,15.5,14.51,20.3,45.33,38.35,45.97,44.28,41.25
56924,0.002,0.06,4.95237328108725,1.67892607288364e-05,0.00012095460651310701,PAK6,"NM_001276717.1,NM_020168.5,NM_001276718.1",Known_gene,3,40239091,40277487,chr15,+,38397,4216,0.0,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.21,0.0
56925,20.612,43.108000000000004,1.0100836106937199,9.874605313624508e-104,1.8004236919199599e-103,LXN,"NM_020169.3,XM_017006876.1",Known_gene,2,158666414,158672722,chr3,-,6309,1412,30.81,17.05,19.25,18.92,17.03,35.62,66.0,38.51,34.01,41.4
56926,1.666,4.72,1.40749928311333,3.125923013588339e-72,6.99950506001023e-72,NCLN,"NM_020170.3,NM_001321463.1",Known_gene,2,3185877,3209575,chr19,+,23699,3733,0.9,0.58,4.55,0.8,1.5,8.85,3.43,1.8,9.5,0.02
56934,0.0,0.20800000000000002,6.204531097670441,5.08043899911699e-11,2.8476651603130896e-10,CA10,"XM_017024878.1,NM_020178.4,BGI_novel_T015937,NM_001082534.1,NM_001082533.1",Known_gene,5,51630313,52160017,chr17,-,529705,3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.06,0.0
56935,17.234,40.596,1.0815259008499,1.0686282438481999e-91,2.0938517847352693e-91,SMCO4,"XM_011542907.1,XM_011542908.2,XM_017018019.1,BGI_novel_T007315,XM_017018020.1,XM_011542909.1,XM_011542911.2,XM_011542910.2,NM_020179.2",Known_gene,9,93478472,93586856,chr11,-,108385,1739,7.4,17.55,12.09,40.66,8.47,31.7,24.69,59.54,35.0,52.05
56938,0.746,0.23800000000000002,-1.42541419732946,1.4179251135681399e-19,6.031572703623129e-19,ARNTL2,"NM_001248005.1,XM_011520771.2,XM_006719112.3,XM_011520766.2,NM_001248003.1,XM_017019667.1,BGI_novel_T008241,XM_017019666.1,BGI_novel_T008243,XM_011520768.2,XM_011520770.2,XM_017019669.1,BGI_novel_T008240,BGI_novel_T008242,XM_017019668.1,NM_001248004.1,BGI_novel_T008245,NM_020183.4,NM_001248002.1,XM_006719114.3,XM_011520769.2,BGI_novel_T008244",Known_gene,22,27332854,27425813,chr12,+,92960,7644,1.12,0.15,0.35,1.22,0.89,0.4,0.0,0.71,0.08,0.0
5694,600.184,278.586,-1.19449878761179,0.0,0.0,PSMB6,"NM_001270481.1,NM_002798.2",Known_gene,2,4796144,4798503,chr17,+,2360,872,359.38,930.48,381.98,981.06,348.02,264.18,314.85,238.79,206.65,368.46
56944,89.14399999999999,4.34,-4.459957098306179,0.0,0.0,OLFML3,"NM_020190.3,NM_001286353.1,NM_001286352.1,XM_017001848.1",Known_gene,4,113979391,113982254,chr1,+,2864,1994,131.92,5.19,105.63,96.62,106.36,0.28,11.8,1.68,0.59,7.35
56947,30.528000000000002,65.92399999999999,1.1239163946643,0.0,0.0,MFF,"XM_005246683.1,NM_001277064.1,XM_005246685.3,NM_001277067.1,XM_011511500.1,NM_020194.5,BGI_novel_T021868,XM_017004514.1,XM_005246686.3,NM_001277066.1,XM_017004515.1,NM_001277061.1,XM_005246681.3,XM_005246688.1,XM_006712637.1,XM_005246687.3,NM_001277065.1,XM_006712638.1,XM_017004512.1,XM_005246682.1,XM_006712639.2,XM_011511501.1,NM_001277063.1,XM_017004513.1,NM_001277068.1,NM_001277062.1,BGI_novel_T021869,XM_005246684.1",Known_gene,28,227325151,227357836,chr2,+,32686,2277,35.63,27.41,26.93,20.18,42.49,63.79,63.66,60.19,70.79,71.19
56949,14.408,6.904,-1.20838840510132,6.478871347675409e-133,1.0108990371220298e-132,XAB2,"NM_020196.2,BGI_novel_T017633",Known_gene,2,7619525,7629553,chr19,-,10029,2655,11.66,1.0,38.29,14.84,6.25,9.02,4.77,8.31,8.5,3.92
56953,0.478,0.18,-1.07531159584991,0.0005764678745359599,0.00454877466770615,NT5M,"XM_017024879.1,BGI_novel_T015112,XM_005256732.3,BGI_novel_T015111,XM_005256734.3,XM_011523964.2,BGI_novel_T015109,XM_005256731.3,XM_011523962.2,BGI_novel_T015110,XM_005256733.3,XM_011523966.1,XM_011523967.2,XM_011523965.2,XM_011523963.1,XM_005256737.1,NM_020201.3",Known_gene,17,17303366,17347663,chr17,+,44298,2351,0.2,0.0,1.04,0.0,1.15,0.14,0.0,0.0,0.76,0.0
56956,0.008,0.268,6.69551745018258,2.90261918377233e-26,1.0696153423817599e-25,LHX9,"XM_011509781.2,BGI_novel_T003519,NM_001014434.1,XM_005245350.3,XM_017001849.1,NM_020204.2",Known_gene,6,197912505,197937059,chr1,+,24555,6409,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.66,0.0,0.66
56957,0.502,1.22,1.2386058235238,3.20712296167419e-32,1.06949642597547e-31,OTUD7B,"XM_011509786.1,XM_017001851.1,XM_011509784.2,BGI_novel_T002626,XM_011509788.1,XM_011509787.1,XM_011509782.1,XM_017001850.1,BGI_novel_T002627,BGI_novel_T002625,BGI_novel_T002624,XM_011509785.2,XM_011509783.2,NM_020205.3",Known_gene,14,149940161,150010766,chr1,-,70606,10356,1.26,0.02,0.46,0.01,0.76,1.41,0.86,1.37,1.25,1.21
5696,97.374,26.272,-1.96147854688937,0.0,0.0,PSMB8,"NM_148919.3,NM_004159.4",Known_gene,2,32840717,32844935,chr6,-,4219,1583,108.74,45.14,149.59,107.02,76.38,24.08,35.41,28.12,33.96,9.79
56963,1.274,2.79,1.02287618438506,1.9345269252497298e-22,7.69169059675576e-22,RGMA,"NM_001166287.1,NM_001166283.1,NM_001166288.1,NM_020211.2,NM_001166286.1,NM_001166289.1",Known_gene,6,93043406,93089214,chr15,-,45809,3227,1.8,0.04,2.83,0.61,1.09,6.25,0.6,1.59,4.34,1.17
56964,0.348,1.062,1.8119061466841297,3.69011343745027e-21,1.5100268503462e-20,WDR93,"BGI_novel_T012987,XM_011521794.2,XM_011521802.2,NM_001284396.1,XM_017022417.1,XM_011521800.1,XM_011521798.2,XM_011521795.1,BGI_novel_T012989,XM_006720614.1,XM_006720615.1,NM_001284395.1,XM_011521796.2,XM_017022416.1,XM_006720618.2,NM_020212.1,XM_017022415.1,BGI_novel_T012988",Known_gene,18,89688752,89744390,chr15,+,55639,3716,0.42,0.18,0.16,0.26,0.72,2.98,1.45,0.56,0.32,0.0
56967,10.18,1.4680000000000002,-3.13621084963126,0.0,0.0,C14orf132,"BGI_novel_T011596,BGI_novel_T011597,NM_001282464.1,NM_001282463.1,XM_017021469.1,NM_001289139.1,NM_001252507.2",Known_gene,7,96039324,96093971,chr14,+,54648,8915,13.96,5.08,11.88,5.83,14.15,0.69,2.84,1.71,0.98,1.12
56975,3.2239999999999998,1.198,-1.15718023200591,6.852965636989019e-32,2.2970904836509e-31,FAM20C,"NM_020223.3,XM_017012453.1,BGI_novel_T031797,XM_017012450.1,XM_017012452.1,XM_017012454.1,XM_017012451.1,XM_017012455.1",Known_gene,8,192939,260774,chr7,+,67836,5597,4.89,0.12,3.41,5.18,2.52,1.47,1.66,1.17,1.63,0.06
56978,0.774,0.136,-2.8573650795446497,2.5237430933738397e-33,8.29584589788982e-33,PRDM8,"XM_017008468.1,XM_011532140.2,XM_017008469.1,XM_005263144.2,XM_005263145.2,XM_011532133.2,BGI_novel_T027321,XM_017008470.1,XM_011532141.2,NM_001099403.1,NM_020226.3,XM_005263146.4,XM_011532135.2",Known_gene,13,80183418,80204329,chr4,+,20912,4633,0.59,0.87,0.62,1.18,0.61,0.08,0.6,0.0,0.0,0.0
56979,0.0,0.06,4.8024326540991,1.77983055210474e-05,0.00012884387046310802,PRDM9,NM_020227.3,Known_gene,1,23507609,23528597,chr5,+,20989,3697,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.06,0.0
5698,189.088,18.88,-3.47013666956783,0.0,0.0,PSMB9,NM_002800.4,Known_gene,1,32854161,32859851,chr6,+,5691,1048,164.84,100.61,151.11,404.62,124.26,12.4,46.02,19.11,11.04,5.83
56980,0.7120000000000001,2.992,1.83903266465524,2.3646448236261197e-95,4.543324398386739e-95,PRDM10,"NM_199437.1,BGI_novel_T007797,NM_199439.1,XM_011542912.2,BGI_novel_T007798,XM_017018023.1,NM_020228.2,NM_199438.1",Known_gene,8,129899706,130003097,chr11,-,103392,8077,1.4,0.23,0.86,0.07,1.0,4.59,4.54,3.27,1.98,0.58
56981,0.14,0.27,1.4010700917173302,9.382044759425539e-12,5.09053718725991e-11,PRDM11,"NM_001256696.1,XM_011520225.2,XM_011520227.2,XM_011520226.2,XM_011520223.2,NM_001256695.1,XM_011520231.2,XM_011520224.2,XM_017018024.1,XM_011520230.2,XM_011520228.2,XM_011520222.2",Known_gene,12,45146809,45235124,chr11,+,88316,10882,0.26,0.0,0.26,0.0,0.18,0.11,0.3,0.49,0.14,0.31
5699,138.78799999999998,37.384,-2.04473397465266,0.0,0.0,PSMB10,NM_002801.3,Known_gene,1,67934504,67936877,chr16,-,2374,1006,88.39,86.24,150.2,280.31,88.8,35.34,51.67,35.47,39.23,25.21
56994,3.576,25.22,2.90726139225898,0.0,0.0,CHPT1,"NM_020244.2,XM_011538575.1,BGI_novel_T009206,XM_011538574.1,BGI_novel_T009208,BGI_novel_T009209,BGI_novel_T009207",Known_gene,7,101697639,101729074,chr12,+,31436,2340,5.62,4.13,2.89,1.07,4.17,29.2,26.47,17.93,15.44,37.06
56998,4.542,9.492,1.09704014298695,2.8067810866518397e-75,6.1680442084903e-75,CTNNBIP1,"BGI_novel_T000661,XM_017001853.1,NM_020248.2,BGI_novel_T000660,NM_001012329.1,XM_017001855.1,BGI_novel_T000659,XM_017001854.1",Known_gene,8,9848276,9910322,chr1,-,62047,3220,1.93,8.63,3.77,6.05,2.33,11.84,7.17,12.19,10.58,5.68
56999,14.106,3.322,-2.22705298540306,0.0,0.0,ADAMTS9,"BGI_novel_T025285,BGI_novel_T025282,NM_001318781.1,NM_182920.1,BGI_novel_T025287,BGI_novel_T025284,BGI_novel_T025281,BGI_novel_T025288,BGI_novel_T025283,BGI_novel_T025286",Known_gene,10,64515317,64687689,chr3,-,172373,17382,24.69,3.28,9.85,5.21,27.5,2.03,8.98,1.52,1.11,2.97
570,0.106,0.0,-5.464353886595809,1.64773717580614e-07,1.07435783531289e-06,BAAT,"NM_001127610.1,NM_001701.3",Known_gene,2,101360417,101385005,chr9,-,24589,3478,0.02,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0
57001,13.538,33.936,1.37455284961012,1.2008828420835694e-258,1.2209586284273393e-258,SDHAF3,NM_020186.2,Known_gene,1,97116593,97181763,chr7,+,65171,2057,11.48,25.35,6.05,15.25,9.56,33.68,43.92,27.5,31.15,33.43
57003,52.216,149.64600000000002,1.54846233069354,0.0,0.0,CCDC47,"BGI_novel_T016106,XM_005257527.2,NM_020198.2",Known_gene,3,63745250,63773728,chr17,-,28479,3419,63.34,73.48,33.8,39.04,51.42,144.13,136.99,159.53,128.13,179.45
57007,62.596000000000004,4.168,-3.92707012283849,0.0,0.0,ACKR3,"XM_005246098.3,XM_017004516.1,XM_005246097.2,NM_020311.2",Known_gene,4,236537131,236582358,chr2,+,45228,2245,51.37,6.14,89.71,0.92,164.84,0.43,9.41,1.21,9.66,0.13
57016,6.0120000000000005,0.722,-2.9243747896756696,2.74158359182025e-91,5.38827281247002e-91,AKR1B10,"XM_011516416.1,NM_020299.4,XM_011516417.2,BGI_novel_T033266",Known_gene,4,134527592,134541414,chr7,+,13823,2622,0.63,13.15,7.02,8.78,0.48,0.07,1.18,2.24,0.12,0.0
57017,21.704,55.416000000000004,1.30543096056776,0.0,0.0,COQ9,NM_020312.3,Known_gene,1,57447425,57461275,chr16,+,13851,1689,17.44,22.13,26.51,23.55,18.89,54.22,38.46,56.65,72.5,55.25
57037,14.262,33.884,1.18803558939777,4.265186805203127e-259,4.324539205904668e-259,ANKMY2,"NM_020319.2,XM_011515458.1",Known_gene,2,16599776,16645817,chr7,-,46042,2682,26.18,5.77,11.72,12.13,15.51,34.97,19.65,39.9,36.31,38.59
57045,30.004,11.34,-1.4702585130136,0.0,0.0,TWSG1,NM_020648.5,Known_gene,1,9334767,9402420,chr18,+,67654,3756,66.46,1.39,29.6,13.52,39.05,16.33,10.75,10.62,8.44,10.56
57047,0.462,1.17,1.15734916094037,5.994574744775021e-09,3.64991489342793e-08,PLSCR2,"NM_001199978.1,BGI_novel_T026000,XM_011513020.2,BGI_novel_T026003,XM_017006914.1,XM_017006910.1,XM_017006899.1,XM_017006904.1,XM_017006905.1,XM_011513021.2,XM_011513019.2,XM_017006907.1,XM_017006908.1,XM_017006900.1,BGI_novel_T026001,XM_017006898.1,NM_001199979.1,BGI_novel_T025999,XM_017006912.1,XM_017006901.1,XM_017006903.1,XM_017006902.1,XM_017006906.1,XM_011513023.2,NM_020359.2,XM_011513022.2,XM_017006909.1,BGI_novel_T026002,XM_017006913.1,XM_017006911.1,XM_017006915.1,XM_011513013.2",Known_gene,32,146391363,146497163,chr3,-,105801,5456,0.66,0.35,0.18,0.13,0.99,2.04,1.72,0.31,0.05,1.73
57053,0.19,0.39799999999999996,1.69962184851532,1.02136277531416e-09,6.027025435219799e-09,CHRNA10,"NM_001303035.1,NM_020402.3,NM_001303034.1,XM_011520234.1,BGI_novel_T006041",Known_gene,5,3665587,3673208,chr11,-,7622,5141,0.65,0.0,0.0,0.21,0.09,0.56,0.12,0.66,0.09,0.56
57054,0.01,19.548,11.608471252672699,0.0,0.0,DAZ3,"BGI_novel_T037812,NM_020364.3,BGI_novel_T037814,BGI_novel_T037817,BGI_novel_T037811,BGI_novel_T037813,BGI_novel_T037818,BGI_novel_T037815,BGI_novel_T037816",Known_gene,9,24763069,24813492,chrY,-,50424,3516,0.0,0.05,0.0,0.0,0.0,1.37,31.27,60.97,4.13,0.0
57088,43.736000000000004,22.276,-1.03077742552251,0.0,0.0,PLSCR4,"NM_001128306.1,BGI_novel_T025998,NM_001128305.1,XM_005247655.2,NM_001177304.1,XM_011513031.2,NM_001128304.1,NM_020353.2,XM_005247654.2,XM_017006921.1",Known_gene,10,146192335,146251179,chr3,-,58845,3433,78.63,4.35,34.69,30.25,70.76,16.44,24.47,17.03,14.5,38.94
5709,6.704,21.79,1.6168378502899399,1.2575577301525394e-224,1.4129829966581992e-224,PSMD3,NM_002809.3,Known_gene,1,39980768,39997960,chr17,+,17193,2187,8.93,2.74,12.08,4.84,4.93,25.4,16.16,14.11,35.38,17.9
